"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","GFCF","TOT","QGRWTH","Q","2019-Q2",1.274147667,
"CHL","GFCF","TOT","QGRWTH","Q","2019-Q3",1.869642015,
"CHL","GFCF","TOT","QGRWTH","Q","2019-Q4",1.246377452,
"CHL","GFCF","TOT","QGRWTH","Q","2020-Q1",-4.975623405,
"CHL","GFCF","TOT","QGRWTH","Q","2020-Q2",-16.166943408,
"CHL","GFCF","TOT","QGRWTH","Q","2020-Q3",7.235202414,
"CHL","GFCF","TOT","QGRWTH","Q","2020-Q4",9.244293763,
"CHL","GFCF","TOT","QGRWTH","Q","2021-Q1",4.498262168,
"CHL","GFCF","TOT","QGRWTH","Q","2021-Q2",-1.054199265,
"CHL","GFCF","TOT","QGRWTH","Q","2021-Q3",14.936270807,
"CHL","GFCF","TOT","QGRWTH","Q","2021-Q4",1.248062062,
"CHL","GFCF","TOT","QGRWTH","Q","2022-Q1",-7.045575822,
"CHL","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.038358319,
"COL","GFCF","TOT","QGRWTH","Q","2017-Q1",-3.931493743,
"COL","GFCF","TOT","QGRWTH","Q","2017-Q2",0.82517001,
"COL","GFCF","TOT","QGRWTH","Q","2017-Q3",2.20581838,
"COL","GFCF","TOT","QGRWTH","Q","2017-Q4",2.058879701,
"COL","GFCF","TOT","QGRWTH","Q","2018-Q1",-6.704029831,
"COL","GFCF","TOT","QGRWTH","Q","2018-Q2",5.268176904,
"COL","GFCF","TOT","QGRWTH","Q","2018-Q3",1.400841956,
"COL","GFCF","TOT","QGRWTH","Q","2018-Q4",2.295698437,
"COL","GFCF","TOT","QGRWTH","Q","2019-Q1",-1.524862464,
"COL","GFCF","TOT","QGRWTH","Q","2019-Q2",1.623421591,
"COL","GFCF","TOT","QGRWTH","Q","2019-Q3",-0.798219811,
"COL","GFCF","TOT","QGRWTH","Q","2019-Q4",-2.750020991,
"COL","GFCF","TOT","QGRWTH","Q","2020-Q1",-9.68474195,
"COL","GFCF","TOT","QGRWTH","Q","2020-Q2",-30.766619236,
"COL","GFCF","TOT","QGRWTH","Q","2020-Q3",24.615737606,
"COL","GFCF","TOT","QGRWTH","Q","2020-Q4",5.971984123,
"COL","GFCF","TOT","QGRWTH","Q","2021-Q1",5.009315982,
"COL","GFCF","TOT","QGRWTH","Q","2021-Q2",-2.930573654,
"COL","GFCF","TOT","QGRWTH","Q","2021-Q3",3.019074036,
"COL","GFCF","TOT","QGRWTH","Q","2021-Q4",4.608305684,
"COL","GFCF","TOT","QGRWTH","Q","2022-Q1",3.757284654,
"COL","GFCF","TOT","QGRWTH","Q","2022-Q2",-0.290420408,
"EST","GFCF","TOT","QGRWTH","Q","2017-Q1",19.880443613,
"EST","GFCF","TOT","QGRWTH","Q","2017-Q2",-0.221807425,
"EST","GFCF","TOT","QGRWTH","Q","2017-Q3",-6.18850791,
"EST","GFCF","TOT","QGRWTH","Q","2017-Q4",-9.415597037,
"EST","GFCF","TOT","QGRWTH","Q","2018-Q1",21.94886728,
"EST","GFCF","TOT","QGRWTH","Q","2018-Q2",-2.681124239,
"EST","GFCF","TOT","QGRWTH","Q","2018-Q3",4.912844653,
"EST","GFCF","TOT","QGRWTH","Q","2018-Q4",-0.428950402,
"EST","GFCF","TOT","QGRWTH","Q","2019-Q1",-3.842576343,
"EST","GFCF","TOT","QGRWTH","Q","2019-Q2",7.371434619,
"EST","GFCF","TOT","QGRWTH","Q","2019-Q3",-4.973836047,
"EST","GFCF","TOT","QGRWTH","Q","2019-Q4",-13.674526971,
"EST","GFCF","TOT","QGRWTH","Q","2020-Q1",9.745934883,
"EST","GFCF","TOT","QGRWTH","Q","2020-Q2",-7.284435753,
"EST","GFCF","TOT","QGRWTH","Q","2020-Q3",34.538642939,
"EST","GFCF","TOT","QGRWTH","Q","2020-Q4",43.091542413,
"EST","GFCF","TOT","QGRWTH","Q","2021-Q1",-13.155305347,
"EST","GFCF","TOT","QGRWTH","Q","2021-Q2",-4.014794931,
"EST","GFCF","TOT","QGRWTH","Q","2021-Q3",-23.62923128,
"EST","GFCF","TOT","QGRWTH","Q","2021-Q4",-0.545814593,
"EST","GFCF","TOT","QGRWTH","Q","2022-Q1",-5.486455923,
"EST","GFCF","TOT","QGRWTH","Q","2022-Q2",6.615925599,
"IND","GFCF","TOT","QGRWTH","Q","2017-Q1",0.21942,
"IND","GFCF","TOT","QGRWTH","Q","2017-Q2",1.08867,
"IND","GFCF","TOT","QGRWTH","Q","2017-Q3",4.58712,
"IND","GFCF","TOT","QGRWTH","Q","2017-Q4",2.97275,
"IND","GFCF","TOT","QGRWTH","Q","2018-Q1",4.51284,
"IND","GFCF","TOT","QGRWTH","Q","2018-Q2",1.22198,
"IND","GFCF","TOT","QGRWTH","Q","2018-Q3",4.23347,
"IND","GFCF","TOT","QGRWTH","Q","2018-Q4",2.33082,
"IND","GFCF","TOT","QGRWTH","Q","2019-Q1",-2.71399,
"IND","GFCF","TOT","QGRWTH","Q","2019-Q2",4.22947,
"IND","GFCF","TOT","QGRWTH","Q","2019-Q3",-3.08692,
"IND","GFCF","TOT","QGRWTH","Q","2019-Q4",1.02091,
"IND","GFCF","TOT","QGRWTH","Q","2020-Q1",-3.44495,
"IND","GFCF","TOT","QGRWTH","Q","2020-Q2",-42.30321,
"IND","GFCF","TOT","QGRWTH","Q","2020-Q3",70.69872,
"IND","GFCF","TOT","QGRWTH","Q","2020-Q4",5.92071,
"IND","GFCF","TOT","QGRWTH","Q","2021-Q1",4.02717,
"IND","GFCF","TOT","QGRWTH","Q","2021-Q2",-13.94937,
"IND","GFCF","TOT","QGRWTH","Q","2021-Q3",20.53747,
"IND","GFCF","TOT","QGRWTH","Q","2021-Q4",-4.10488,
"IND","GFCF","TOT","QGRWTH","Q","2022-Q1",5.10422,
"IND","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.07111,
"IDN","GFCF","TOT","QGRWTH","Q","2017-Q1",1.550133307,
"IDN","GFCF","TOT","QGRWTH","Q","2017-Q2",1.87017789,
"IDN","GFCF","TOT","QGRWTH","Q","2017-Q3",1.784933119,
"IDN","GFCF","TOT","QGRWTH","Q","2017-Q4",1.798495387,
"IDN","GFCF","TOT","QGRWTH","Q","2018-Q1",1.716568545,
"IDN","GFCF","TOT","QGRWTH","Q","2018-Q2",1.417090691,
"IDN","GFCF","TOT","QGRWTH","Q","2018-Q3",1.427423306,
"IDN","GFCF","TOT","QGRWTH","Q","2018-Q4",1.288817258,
"IDN","GFCF","TOT","QGRWTH","Q","2019-Q1",1.191610938,
"IDN","GFCF","TOT","QGRWTH","Q","2019-Q2",0.926087212,
"IDN","GFCF","TOT","QGRWTH","Q","2019-Q3",0.845986474,
"IDN","GFCF","TOT","QGRWTH","Q","2019-Q4",0.187666281,
"IDN","GFCF","TOT","QGRWTH","Q","2020-Q1",-0.769972013,
"IDN","GFCF","TOT","QGRWTH","Q","2020-Q2",-9.004560404,
"IDN","GFCF","TOT","QGRWTH","Q","2020-Q3",2.984433543,
"IDN","GFCF","TOT","QGRWTH","Q","2020-Q4",1.78834392,
"IDN","GFCF","TOT","QGRWTH","Q","2021-Q1",1.979481486,
"IDN","GFCF","TOT","QGRWTH","Q","2021-Q2",1.020540878,
"IDN","GFCF","TOT","QGRWTH","Q","2021-Q3",0.705330407,
"IDN","GFCF","TOT","QGRWTH","Q","2021-Q4",1.095407957,
"IDN","GFCF","TOT","QGRWTH","Q","2022-Q1",0.7725728,
"IDN","GFCF","TOT","QGRWTH","Q","2022-Q2",0.491842779,
"ISR","GFCF","TOT","QGRWTH","Q","2017-Q1",-2.921393214,
"ISR","GFCF","TOT","QGRWTH","Q","2017-Q2",3.851266491,
"ISR","GFCF","TOT","QGRWTH","Q","2017-Q3",2.131371301,
"ISR","GFCF","TOT","QGRWTH","Q","2017-Q4",1.22462166,
"ISR","GFCF","TOT","QGRWTH","Q","2018-Q1",5.717975795,
"ISR","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.761078608,
"ISR","GFCF","TOT","QGRWTH","Q","2018-Q3",-0.872875916,
"ISR","GFCF","TOT","QGRWTH","Q","2018-Q4",2.201623199,
"ISR","GFCF","TOT","QGRWTH","Q","2019-Q1",0.600388191,
"ISR","GFCF","TOT","QGRWTH","Q","2019-Q2",-0.409600695,
"ISR","GFCF","TOT","QGRWTH","Q","2019-Q3",1.319986933,
"ISR","GFCF","TOT","QGRWTH","Q","2019-Q4",2.426081901,
"ISR","GFCF","TOT","QGRWTH","Q","2020-Q1",-4.77454058,
"ISR","GFCF","TOT","QGRWTH","Q","2020-Q2",-8.122511873,
"ISR","GFCF","TOT","QGRWTH","Q","2020-Q3",4.937384249,
"ISR","GFCF","TOT","QGRWTH","Q","2020-Q4",10.435310073,
"ISR","GFCF","TOT","QGRWTH","Q","2021-Q1",-1.672316365,
"ISR","GFCF","TOT","QGRWTH","Q","2021-Q2",1.569516568,
"ISR","GFCF","TOT","QGRWTH","Q","2021-Q3",4.968175349,
"ISR","GFCF","TOT","QGRWTH","Q","2021-Q4",4.29657734,
"ISR","GFCF","TOT","QGRWTH","Q","2022-Q1",0.174946765,
"ISR","GFCF","TOT","QGRWTH","Q","2022-Q2",1.577568872,
"LVA","GFCF","TOT","QGRWTH","Q","2017-Q1",1.13670472,
"LVA","GFCF","TOT","QGRWTH","Q","2017-Q2",7.72569023,
"LVA","GFCF","TOT","QGRWTH","Q","2017-Q3",1.777788439,
"LVA","GFCF","TOT","QGRWTH","Q","2017-Q4",0.951966032,
"LVA","GFCF","TOT","QGRWTH","Q","2018-Q1",6.412736189,
"LVA","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.282157025,
"LVA","GFCF","TOT","QGRWTH","Q","2018-Q3",1.7876061,
"LVA","GFCF","TOT","QGRWTH","Q","2018-Q4",5.542429889,
"LVA","GFCF","TOT","QGRWTH","Q","2019-Q1",-0.582382917,
"LVA","GFCF","TOT","QGRWTH","Q","2019-Q2",2.109147296,
"LVA","GFCF","TOT","QGRWTH","Q","2019-Q3",2.563284291,
"LVA","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.926776988,
"LVA","GFCF","TOT","QGRWTH","Q","2020-Q1",3.487347888,
"LVA","GFCF","TOT","QGRWTH","Q","2020-Q2",-11.866060253,
"LVA","GFCF","TOT","QGRWTH","Q","2020-Q3",3.669372554,
"LVA","GFCF","TOT","QGRWTH","Q","2020-Q4",3.733058451,
"LVA","GFCF","TOT","QGRWTH","Q","2021-Q1",-0.134028688,
"LVA","GFCF","TOT","QGRWTH","Q","2021-Q2",1.527459318,
"LVA","GFCF","TOT","QGRWTH","Q","2021-Q3",0.597121114,
"LVA","GFCF","TOT","QGRWTH","Q","2021-Q4",-0.717945202,
"LVA","GFCF","TOT","QGRWTH","Q","2022-Q1",0.854038161,
"LVA","GFCF","TOT","QGRWTH","Q","2022-Q2",-0.178502572,
"LTU","GFCF","TOT","QGRWTH","Q","2017-Q1",3.769760318,
"LTU","GFCF","TOT","QGRWTH","Q","2017-Q2",1.081572579,
"LTU","GFCF","TOT","QGRWTH","Q","2017-Q3",1.047162115,
"LTU","GFCF","TOT","QGRWTH","Q","2017-Q4",4.210171413,
"LTU","GFCF","TOT","QGRWTH","Q","2018-Q1",3.882069589,
"LTU","GFCF","TOT","QGRWTH","Q","2018-Q2",1.324591773,
"LTU","GFCF","TOT","QGRWTH","Q","2018-Q3",1.695524455,
"LTU","GFCF","TOT","QGRWTH","Q","2018-Q4",0.215545557,
"LTU","GFCF","TOT","QGRWTH","Q","2019-Q1",2.875595347,
"LTU","GFCF","TOT","QGRWTH","Q","2019-Q2",2.860049356,
"LTU","GFCF","TOT","QGRWTH","Q","2019-Q3",1.808681934,
"LTU","GFCF","TOT","QGRWTH","Q","2019-Q4",-2.98298469,
"LTU","GFCF","TOT","QGRWTH","Q","2020-Q1",1.398589233,
"LTU","GFCF","TOT","QGRWTH","Q","2020-Q2",-11.261518987,
"LTU","GFCF","TOT","QGRWTH","Q","2020-Q3",12.930910951,
"LTU","GFCF","TOT","QGRWTH","Q","2020-Q4",7.205628335,
"LTU","GFCF","TOT","QGRWTH","Q","2021-Q1",-2.239590683,
"LTU","GFCF","TOT","QGRWTH","Q","2021-Q2",3.683809345,
"LTU","GFCF","TOT","QGRWTH","Q","2021-Q3",-3.159521845,
"LTU","GFCF","TOT","QGRWTH","Q","2021-Q4",2.475420084,
"LTU","GFCF","TOT","QGRWTH","Q","2022-Q1",0.919767242,
"LTU","GFCF","TOT","QGRWTH","Q","2022-Q2",-0.686266131,
"RUS","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.602829327,
"RUS","GFCF","TOT","QGRWTH","Q","2017-Q2",2.386043203,
"RUS","GFCF","TOT","QGRWTH","Q","2017-Q3",-3.592864022,
"RUS","GFCF","TOT","QGRWTH","Q","2017-Q4",3.467568205,
"RUS","GFCF","TOT","QGRWTH","Q","2018-Q1",2.427347815,
"RUS","GFCF","TOT","QGRWTH","Q","2018-Q2",-4.166889383,
"RUS","GFCF","TOT","QGRWTH","Q","2018-Q3",5.723499537,
"RUS","GFCF","TOT","QGRWTH","Q","2018-Q4",-6.949138491,
"RUS","GFCF","TOT","QGRWTH","Q","2019-Q1",3.637687129,
"RUS","GFCF","TOT","QGRWTH","Q","2019-Q2",1.805032366,
"RUS","GFCF","TOT","QGRWTH","Q","2019-Q3",0.851114037,
"RUS","GFCF","TOT","QGRWTH","Q","2019-Q4",-2.573229504,
"RUS","GFCF","TOT","QGRWTH","Q","2020-Q1",-0.602725776,
"RUS","GFCF","TOT","QGRWTH","Q","2020-Q2",-5.060384585,
"RUS","GFCF","TOT","QGRWTH","Q","2020-Q3",0.860282362,
"RUS","GFCF","TOT","QGRWTH","Q","2020-Q4",2.950798686,
"RUS","GFCF","TOT","QGRWTH","Q","2021-Q1",1.226882641,
"RUS","GFCF","TOT","QGRWTH","Q","2021-Q2",6.221291183,
"RUS","GFCF","TOT","QGRWTH","Q","2021-Q3",-2.4022961,
"SVN","GFCF","TOT","QGRWTH","Q","2017-Q1",3.06446284,
"SVN","GFCF","TOT","QGRWTH","Q","2017-Q2",2.066859513,
"SVN","GFCF","TOT","QGRWTH","Q","2017-Q3",0.062396171,
"SVN","GFCF","TOT","QGRWTH","Q","2017-Q4",6.59927191,
"SVN","GFCF","TOT","QGRWTH","Q","2018-Q1",0.140032404,
"SVN","GFCF","TOT","QGRWTH","Q","2018-Q2",2.610311528,
"SVN","GFCF","TOT","QGRWTH","Q","2018-Q3",3.133034362,
"SVN","GFCF","TOT","QGRWTH","Q","2018-Q4",3.092350661,
"SVN","GFCF","TOT","QGRWTH","Q","2019-Q1",2.489902656,
"SVN","GFCF","TOT","QGRWTH","Q","2019-Q2",0.08825525,
"SVN","GFCF","TOT","QGRWTH","Q","2019-Q3",-1.975917628,
"SVN","GFCF","TOT","QGRWTH","Q","2019-Q4",-3.208954632,
"SVN","GFCF","TOT","QGRWTH","Q","2020-Q1",-2.139013599,
"SVN","GFCF","TOT","QGRWTH","Q","2020-Q2",-11.046910302,
"SVN","GFCF","TOT","QGRWTH","Q","2020-Q3",12.623295975,
"SVN","GFCF","TOT","QGRWTH","Q","2020-Q4",0.251181347,
"SVN","GFCF","TOT","QGRWTH","Q","2021-Q1",7.521415565,
"SVN","GFCF","TOT","QGRWTH","Q","2021-Q2",0.29461295,
"SVN","GFCF","TOT","QGRWTH","Q","2021-Q3",3.484283443,
"SVN","GFCF","TOT","QGRWTH","Q","2021-Q4",1.567999093,
"SVN","GFCF","TOT","QGRWTH","Q","2022-Q1",2.69281714,
"SVN","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.160411032,
"ZAF","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.356596076,
"ZAF","GFCF","TOT","QGRWTH","Q","2017-Q2",-2.65241515,
"ZAF","GFCF","TOT","QGRWTH","Q","2017-Q3",1.705217238,
"ZAF","GFCF","TOT","QGRWTH","Q","2017-Q4",1.13945261,
"ZAF","GFCF","TOT","QGRWTH","Q","2018-Q1",-0.482650913,
"ZAF","GFCF","TOT","QGRWTH","Q","2018-Q2",-1.13396222,
"ZAF","GFCF","TOT","QGRWTH","Q","2018-Q3",-0.509183976,
"ZAF","GFCF","TOT","QGRWTH","Q","2018-Q4",-2.991713319,
"ZAF","GFCF","TOT","QGRWTH","Q","2019-Q1",1.753858933,
"ZAF","GFCF","TOT","QGRWTH","Q","2019-Q2",-1.327233406,
"ZAF","GFCF","TOT","QGRWTH","Q","2019-Q3",1.834624905,
"ZAF","GFCF","TOT","QGRWTH","Q","2019-Q4",-3.801663391,
"ZAF","GFCF","TOT","QGRWTH","Q","2020-Q1",-2.970518522,
"ZAF","GFCF","TOT","QGRWTH","Q","2020-Q2",-22.139661661,
"ZAF","GFCF","TOT","QGRWTH","Q","2020-Q3",14.092551307,
"ZAF","GFCF","TOT","QGRWTH","Q","2020-Q4",5.261687662,
"ZAF","GFCF","TOT","QGRWTH","Q","2021-Q1",-3.125103066,
"ZAF","GFCF","TOT","QGRWTH","Q","2021-Q2",-0.259010334,
"ZAF","GFCF","TOT","QGRWTH","Q","2021-Q3",-1.12334901,
"ZAF","GFCF","TOT","QGRWTH","Q","2021-Q4",1.560054233,
"ZAF","GFCF","TOT","QGRWTH","Q","2022-Q1",3.410070312,
"ZAF","GFCF","TOT","QGRWTH","Q","2022-Q2",0.471390774,
"OECD","GFCF","TOT","QGRWTH","Q","2017-Q1",0.426136109,
"OECD","GFCF","TOT","QGRWTH","Q","2017-Q2",2.839770783,
"OECD","GFCF","TOT","QGRWTH","Q","2017-Q3",-0.326531357,
"OECD","GFCF","TOT","QGRWTH","Q","2017-Q4",0.986139657,
"OECD","GFCF","TOT","QGRWTH","Q","2018-Q1",0.935381308,
"OECD","GFCF","TOT","QGRWTH","Q","2018-Q2",1.129232498,
"OECD","GFCF","TOT","QGRWTH","Q","2018-Q3",-0.75334271,
"OECD","GFCF","TOT","QGRWTH","Q","2018-Q4",0.657913725,
"OECD","GFCF","TOT","QGRWTH","Q","2019-Q1",0.102610234,
"OECD","GFCF","TOT","QGRWTH","Q","2019-Q2",1.851182886,
"OECD","GFCF","TOT","QGRWTH","Q","2019-Q3",-0.860404708,
"OECD","GFCF","TOT","QGRWTH","Q","2019-Q4",2.135209662,
"OECD","GFCF","TOT","QGRWTH","Q","2020-Q1",-1.779239446,
"OECD","GFCF","TOT","QGRWTH","Q","2020-Q2",-11.254107083,
"OECD","GFCF","TOT","QGRWTH","Q","2020-Q3",8.92124425,
"OECD","GFCF","TOT","QGRWTH","Q","2020-Q4",2.774448783,
"OECD","GFCF","TOT","QGRWTH","Q","2021-Q1",0.723401247,
"OECD","GFCF","TOT","QGRWTH","Q","2021-Q2",0.783323561,
"OECD","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.238117409,
"OECD","GFCF","TOT","QGRWTH","Q","2021-Q4",1.169759872,
"OECD","GFCF","TOT","QGRWTH","Q","2022-Q1",0.452847686,
"OECD","GFCF","TOT","QGRWTH","Q","2022-Q2",-0.314119211,
"OECDE","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.188269615,
"OECDE","GFCF","TOT","QGRWTH","Q","2017-Q2",5.629468557,
"OECDE","GFCF","TOT","QGRWTH","Q","2017-Q3",-1.78929079,
"OECDE","GFCF","TOT","QGRWTH","Q","2017-Q4",0.492884316,
"OECDE","GFCF","TOT","QGRWTH","Q","2018-Q1",0.824348285,
"OECDE","GFCF","TOT","QGRWTH","Q","2018-Q2",1.818348463,
"OECDE","GFCF","TOT","QGRWTH","Q","2018-Q3",-1.145484256,
"OECDE","GFCF","TOT","QGRWTH","Q","2018-Q4",1.588246909,
"OECDE","GFCF","TOT","QGRWTH","Q","2019-Q1",-0.487600408,
"OECDE","GFCF","TOT","QGRWTH","Q","2019-Q2",3.767822609,
"OECDE","GFCF","TOT","QGRWTH","Q","2019-Q3",-3.178243928,
"OECDE","GFCF","TOT","QGRWTH","Q","2019-Q4",6.544992704,
"OECDE","GFCF","TOT","QGRWTH","Q","2020-Q1",-3.732200485,
"OECDE","GFCF","TOT","QGRWTH","Q","2020-Q2",-15.950572785,
"OECDE","GFCF","TOT","QGRWTH","Q","2020-Q3",14.811993815,
"OECDE","GFCF","TOT","QGRWTH","Q","2020-Q4",2.303384854,
"OECDE","GFCF","TOT","QGRWTH","Q","2021-Q1",-1.079807627,
"OECDE","GFCF","TOT","QGRWTH","Q","2021-Q2",1.014092142,
"OECDE","GFCF","TOT","QGRWTH","Q","2021-Q3",0.030973187,
"OECDE","GFCF","TOT","QGRWTH","Q","2021-Q4",2.444637461,
"OECDE","GFCF","TOT","QGRWTH","Q","2022-Q1",0.725774114,
"OECDE","GFCF","TOT","QGRWTH","Q","2022-Q2",0.026190796,
"G-7","GFCF","TOT","QGRWTH","Q","2017-Q1",1.125439339,
"G-7","GFCF","TOT","QGRWTH","Q","2017-Q2",1.158075653,
"G-7","GFCF","TOT","QGRWTH","Q","2017-Q3",0.560828365,
"G-7","GFCF","TOT","QGRWTH","Q","2017-Q4",1.530891907,
"G-7","GFCF","TOT","QGRWTH","Q","2018-Q1",0.547921499,
"G-7","GFCF","TOT","QGRWTH","Q","2018-Q2",1.180189787,
"G-7","GFCF","TOT","QGRWTH","Q","2018-Q3",-0.007464274,
"G-7","GFCF","TOT","QGRWTH","Q","2018-Q4",0.251788158,
"G-7","GFCF","TOT","QGRWTH","Q","2019-Q1",0.867396103,
"G-7","GFCF","TOT","QGRWTH","Q","2019-Q2",0.696695643,
"G-7","GFCF","TOT","QGRWTH","Q","2019-Q3",0.992060531,
"G-7","GFCF","TOT","QGRWTH","Q","2019-Q4",-1.081232376,
"G-7","GFCF","TOT","QGRWTH","Q","2020-Q1",-1.453297004,
"G-7","GFCF","TOT","QGRWTH","Q","2020-Q2",-8.345874719,
"G-7","GFCF","TOT","QGRWTH","Q","2020-Q3",7.669579234,
"G-7","GFCF","TOT","QGRWTH","Q","2020-Q4",2.704163951,
"G-7","GFCF","TOT","QGRWTH","Q","2021-Q1",1.102373906,
"G-7","GFCF","TOT","QGRWTH","Q","2021-Q2",1.090529101,
"G-7","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.638591373,
"G-7","GFCF","TOT","QGRWTH","Q","2021-Q4",0.199989283,
"G-7","GFCF","TOT","QGRWTH","Q","2022-Q1",1.011164783,
"G-7","GFCF","TOT","QGRWTH","Q","2022-Q2",-0.736594894,
"EA19","GFCF","TOT","QGRWTH","Q","2017-Q1",-1.128526697,
"EA19","GFCF","TOT","QGRWTH","Q","2017-Q2",7.525252422,
"EA19","GFCF","TOT","QGRWTH","Q","2017-Q3",-4.302088224,
"EA19","GFCF","TOT","QGRWTH","Q","2017-Q4",0.745587653,
"EA19","GFCF","TOT","QGRWTH","Q","2018-Q1",0.209564254,
"EA19","GFCF","TOT","QGRWTH","Q","2018-Q2",1.878377515,
"EA19","GFCF","TOT","QGRWTH","Q","2018-Q3",0.51041458,
"EA19","GFCF","TOT","QGRWTH","Q","2018-Q4",4.392841246,
"EA19","GFCF","TOT","QGRWTH","Q","2019-Q1",-2.324181448,
"EA19","GFCF","TOT","QGRWTH","Q","2019-Q2",7.06409383,
"EA19","GFCF","TOT","QGRWTH","Q","2019-Q3",-4.90049224,
"EA19","GFCF","TOT","QGRWTH","Q","2019-Q4",9.386124729,
"EA19","GFCF","TOT","QGRWTH","Q","2020-Q1",-4.929492346,
"EA19","GFCF","TOT","QGRWTH","Q","2020-Q2",-19.112178016,
"EA19","GFCF","TOT","QGRWTH","Q","2020-Q3",15.629605316,
"EA19","GFCF","TOT","QGRWTH","Q","2020-Q4",3.507979891,
"EA19","GFCF","TOT","QGRWTH","Q","2021-Q1",-2.383251519,
"EA19","GFCF","TOT","QGRWTH","Q","2021-Q2",1.761447656,
"EA19","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.733523101,
"EA19","GFCF","TOT","QGRWTH","Q","2021-Q4",3.391045778,
"EA19","GFCF","TOT","QGRWTH","Q","2022-Q1",-0.79076601,
"EA19","GFCF","TOT","QGRWTH","Q","2022-Q2",0.749429505,
"BGR","GFCF","TOT","QGRWTH","Q","2017-Q1",1.129256136,
"BGR","GFCF","TOT","QGRWTH","Q","2017-Q2",2.323841231,
"BGR","GFCF","TOT","QGRWTH","Q","2017-Q3",1.138920739,
"BGR","GFCF","TOT","QGRWTH","Q","2017-Q4",1.53228404,
"BGR","GFCF","TOT","QGRWTH","Q","2018-Q1",1.970571097,
"BGR","GFCF","TOT","QGRWTH","Q","2018-Q2",0.596370327,
"BGR","GFCF","TOT","QGRWTH","Q","2018-Q3",0.488964046,
"BGR","GFCF","TOT","QGRWTH","Q","2018-Q4",0.80183673,
"BGR","GFCF","TOT","QGRWTH","Q","2019-Q1",1.883059806,
"BGR","GFCF","TOT","QGRWTH","Q","2019-Q2",1.020797835,
"BGR","GFCF","TOT","QGRWTH","Q","2019-Q3",-1.246342763,
"BGR","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.124441693,
"BGR","GFCF","TOT","QGRWTH","Q","2020-Q1",-0.673880953,
"BGR","GFCF","TOT","QGRWTH","Q","2020-Q2",1.633334025,
"BGR","GFCF","TOT","QGRWTH","Q","2020-Q3",1.393967077,
"BGR","GFCF","TOT","QGRWTH","Q","2020-Q4",-0.827300247,
"BGR","GFCF","TOT","QGRWTH","Q","2021-Q1",-3.439691014,
"BGR","GFCF","TOT","QGRWTH","Q","2021-Q2",-1.476942379,
"BGR","GFCF","TOT","QGRWTH","Q","2021-Q3",-4.01560671,
"BGR","GFCF","TOT","QGRWTH","Q","2021-Q4",-2.662569582,
"BGR","GFCF","TOT","QGRWTH","Q","2022-Q1",-1.672616263,
"BGR","GFCF","TOT","QGRWTH","Q","2022-Q2",-2.524626089,
"ROU","GFCF","TOT","QGRWTH","Q","2017-Q1",3.959037059,
"ROU","GFCF","TOT","QGRWTH","Q","2017-Q2",2.82974699,
"ROU","GFCF","TOT","QGRWTH","Q","2017-Q3",1.490675311,
"ROU","GFCF","TOT","QGRWTH","Q","2017-Q4",3.09816694,
"ROU","GFCF","TOT","QGRWTH","Q","2018-Q1",-2.146102031,
"ROU","GFCF","TOT","QGRWTH","Q","2018-Q2",-2.778370687,
"ROU","GFCF","TOT","QGRWTH","Q","2018-Q3",-1.397782575,
"ROU","GFCF","TOT","QGRWTH","Q","2018-Q4",5.838312243,
"ROU","GFCF","TOT","QGRWTH","Q","2019-Q1",0.799431983,
"ROU","GFCF","TOT","QGRWTH","Q","2019-Q2",7.583070274,
"ROU","GFCF","TOT","QGRWTH","Q","2019-Q3",6.886907601,
"ROU","GFCF","TOT","QGRWTH","Q","2019-Q4",-3.603487783,
"ROU","GFCF","TOT","QGRWTH","Q","2020-Q1",-2.197414253,
"ROU","GFCF","TOT","QGRWTH","Q","2020-Q2",-2.955072313,
"ROU","GFCF","TOT","QGRWTH","Q","2020-Q3",7.510146054,
"ROU","GFCF","TOT","QGRWTH","Q","2020-Q4",1.035604179,
"ROU","GFCF","TOT","QGRWTH","Q","2021-Q1",0.595056918,"P"
"ROU","GFCF","TOT","QGRWTH","Q","2021-Q2",0.689874279,"P"
"ROU","GFCF","TOT","QGRWTH","Q","2021-Q3",-3.719480129,"P"
"ROU","GFCF","TOT","QGRWTH","Q","2021-Q4",-1.342082881,"P"
"ROU","GFCF","TOT","QGRWTH","Q","2022-Q1",5.219117519,"P"
"ROU","GFCF","TOT","QGRWTH","Q","2022-Q2",1.8115125,"P"
"EU27_2020","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.798464769,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2017-Q2",6.813764525,
